400000,0,1,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-12,1
200000,1,3,1,1,1,2,2,2,2,2,198055,185828,190896,192555,180614,183627,0,17094,6930,0,13167,6930,11,0
1000000,0,3,1,2,-1,-1,-1,0,-1,-1,27367,23636,31079,12818,2911,60686,23682,31157,12871,2918,60979,13451,-5,0
500000,0,2,3,1,0,0,0,0,0,2,97517,103019,117863,130808,140201,137667,7143,17367,16452,12998,0,6332,2,0
300000,0,3,3,2,-1,-1,-1,-1,-1,-1,2855,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,-6,0
100000,1,2,3,1,0,0,0,0,0,0,21707,22428,23627,24098,22728,22774,2772,2663,825,1157,991,453,0,0
300000,1,1,1,3,1,2,0,0,0,0,193486,185114,177461,108588,74747,76965,0,7773,4738,2772,3465,3465,3,0
400000,1,2,3,2,-1,-1,-1,-1,-2,-2,3862,10189,1155,0,0,0,10189,1164,0,0,0,0,-8,1
300000,1,3,3,1,-1,-1,-1,-1,-1,-1,43562,25539,9030,8099,9536,9827,25539,9046,8099,9536,9827,7942,-6,0
1000000,1,2,3,1,0,0,0,0,0,0,408697,413672,430043,438406,450750,457720,16170,23100,23100,23100,16863,18480,0,0
200000,0,1,3,1,1,2,0,0,0,0,160423,155253,130700,57729,37043,38501,0,9240,3465,6930,5775,11550,3,0
100000,1,1,1,3,1,4,3,2,2,2,10346,9868,9388,8907,10141,9635,0,0,0,2079,0,2079,14,0
400000,1,3,1,3,-2,-2,-2,-2,-2,-2,0,2864,3435,2954,1730,1016,2864,3435,2954,1730,1016,1961,-12,0
100000,1,2,3,1,0,0,0,-2,-2,-2,27792,31060,0,0,0,0,11550,0,0,0,0,1414,-6,0
1000000,1,2,3,2,-1,-1,2,0,0,-1,850,23188,19483,16311,2978,843,24371,0,0,0,843,27974,-1,0
400000,1,3,3,1,0,0,0,0,0,0,83409,79131,83985,87498,91220,96634,6930,6930,5775,6930,6930,4620,0,0
100000,1,1,3,1,1,2,0,0,0,0,41818,42546,44514,45761,45237,46734,2079,2807,1744,1476,2772,561,3,0
1000000,0,2,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,1
300000,0,1,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,1
400000,0,2,1,2,0,0,0,-2,-1,0,124590,133973,-7,-7,6900,4604,11550,0,0,6907,14,5565,-3,0
200000,0,1,1,2,-1,-1,2,0,-1,2,14484,33292,28967,2913,6249,2913,44863,0,0,6249,0,2913,1,0
100000,1,1,1,3,0,0,0,0,0,2,22747,25080,27436,29778,32248,32529,2728,2774,2807,2966,1132,0,2,1
400000,1,3,1,1,0,0,0,0,0,0,125276,128103,130804,133419,137269,140058,4851,4851,5775,6930,5082,5082,0,0
1500000,1,2,3,2,-1,-1,-1,2,-1,-1,70314,4260,1950,1418,6669,8894,4260,2310,0,6930,9240,13860,-3,0
1000000,1,3,1,3,2,2,2,0,0,0,66500,72338,70522,77528,79827,82236,7658,0,8228,3597,3696,7334,6,0
300000,1,2,3,1,0,0,2,2,2,0,148039,159011,161016,163007,160108,163650,13872,6006,6006,0,6202,6468,6,0
300000,1,1,1,2,0,0,0,2,0,0,201388,195583,193804,178471,157480,154035,9279,16450,217,5562,5805,6274,2,0
1000000,1,2,3,1,0,0,0,0,0,0,122213,125789,123486,127346,121940,123980,6930,4620,5775,5775,4620,4620,0,0
400000,0,3,3,1,0,0,0,0,0,0,134671,137103,118780,111203,80603,78508,6066,19831,3742,1612,1675,1947,0,0
300000,1,2,1,3,-1,-1,3,2,0,0,1460,2190,2190,1460,1460,730,2190,0,0,730,0,1076,3,0
300000,1,1,1,3,0,0,0,0,0,0,37477,37156,40834,38000,42520,36593,4622,5352,2315,6951,2310,2310,0,0
1000000,1,3,1,2,0,0,2,0,0,2,76186,109309,107166,119316,126978,97882,34650,0,13860,9376,32,23151,4,0
200000,0,2,1,2,0,0,0,0,0,0,116613,116117,103673,104232,114387,116399,15590,11550,18480,11550,23100,4620,0,0
400000,1,3,1,1,-2,-2,-2,-2,-2,-2,1026,0,3812,0,5142,0,0,3812,0,5142,0,1515,-12,0
200000,0,3,3,1,0,0,0,0,0,0,113366,113012,113555,44514,43373,44276,4766,2998,1617,1848,1883,547,0,0
1000000,1,2,3,1,0,0,0,0,0,0,470894,471191,472885,474345,353412,323696,17325,18480,19404,13860,12012,11550,0,0
1000000,0,2,3,2,0,0,0,0,-1,-1,139582,114299,106724,89559,9041,15172,4114,5054,2310,19801,15172,26371,-2,0
200000,0,3,3,1,0,0,0,0,0,0,57112,59817,54578,57350,58954,61268,4620,4620,4620,3465,4620,4620,0,0
500000,0,1,3,2,-1,-1,-1,-1,-2,-1,14216,13860,13310,0,0,7200,13860,13310,0,0,7200,4620,-7,0
100000,0,3,1,3,0,0,0,0,0,0,37794,40120,42841,44544,34237,0,2968,3380,2772,684,0,0,0,1
400000,1,2,1,2,-1,0,0,0,0,2,284500,311730,302568,289434,283354,258847,46200,14091,9240,12705,6935,16170,1,0
500000,1,2,3,2,0,0,0,0,0,0,243520,237630,207075,210067,213687,217212,9240,7508,7508,8085,8224,11550,0,0
500000,1,2,3,2,0,0,0,0,0,0,359651,366620,307796,304703,313081,318339,13860,11550,11252,13641,12684,11550,0,0
500000,1,2,3,2,-2,-2,-2,-2,-2,-2,18503,2130,7392,34673,10568,16814,2130,7410,34673,10568,16814,0,-12,1
200000,1,1,3,1,0,0,0,0,0,0,162280,68101,20670,20804,24417,26383,4620,2772,3465,4620,2310,4620,0,0
200000,1,2,3,1,0,0,0,2,2,0,84860,87962,94260,82559,75500,75318,4516,8503,3003,0,3465,2772,4,0
200000,1,3,3,2,-2,-1,-1,0,0,-2,53740,31354,32054,31853,1675,0,31354,32054,638,1675,0,0,-6,1
500000,1,3,3,2,-1,-1,-1,-1,-1,-1,1009,0,1009,0,9270,0,0,1009,0,9270,0,3507,-6,0
100000,1,3,3,1,2,-1,0,0,0,0,2405,24849,25627,21601,19778,18614,24851,6188,1160,517,1185,21,1,0
1000000,0,1,1,2,0,0,0,0,0,0,474934,348902,348618,352153,285911,292150,13860,17325,13860,9933,10395,10395,0,0
300000,1,3,3,1,2,0,0,0,0,0,219905,202074,206156,208471,212471,218180,9356,9503,7805,7711,9240,12412,2,0
200000,1,1,1,3,-1,-1,-1,-1,-1,-1,6493,686,1696,922,1548,0,686,1702,922,1548,0,21709,-6,0
500000,1,3,1,2,-1,-1,-1,-1,-1,-1,2310,213,213,1393,4066,1908,213,213,1393,4066,1908,1908,-6,0
400000,0,3,3,1,0,0,0,0,-1,0,53292,430083,379776,217101,6482,4001,378840,16170,12047,8085,4620,693,-1,0
1000000,0,3,1,2,0,-1,-1,-1,-1,-1,7953,159,434,434,409,5493,159,434,434,409,5544,26149,-5,0
200000,0,2,1,2,0,0,-2,-2,-2,-2,70224,0,0,0,0,0,1155,0,0,0,0,0,-8,1
1000000,1,3,1,2,-2,-2,-2,-2,-2,-2,12414,28552,47866,0,0,39573,28552,47866,0,0,39573,6193,-12,0
200000,1,2,3,2,0,0,0,0,0,0,63368,64454,65713,54370,17586,7752,4234,3183,3068,450,621,129,0,0
300000,1,3,1,1,0,0,0,0,0,0,249482,208196,212758,201083,154354,152051,8085,8085,6930,5410,5521,6930,0,0
100000,1,1,3,2,1,2,2,2,2,2,124093,120739,113971,102633,94421,93028,0,6930,2310,4620,11550,0,11,1
1000000,1,3,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,1
300000,0,2,3,2,2,2,2,2,2,2,77967,76064,82171,80157,85336,83613,0,7392,0,6468,0,3490,12,0
400000,1,3,1,1,2,2,0,0,0,0,313710,290998,220841,210968,215059,221356,173,7782,7907,7854,9875,5329,4,0
200000,0,3,1,3,0,0,0,0,0,0,100991,102310,95276,97207,46958,47103,3927,4444,4655,2310,1532,23100,0,0
100000,1,3,3,1,2,0,0,0,0,0,62869,65650,64516,66805,64673,65553,6937,3423,3934,2312,3465,4262,2,0
200000,1,3,1,3,1,2,2,2,2,2,124546,121187,127805,131217,132753,135147,0,9995,6930,5082,4851,0,11,1
100000,0,1,3,2,0,0,0,0,0,0,29217,32631,35024,41328,42943,44551,4620,2936,6930,2310,2310,2310,0,0
1000000,0,1,1,2,0,0,0,0,0,0,81977,92162,112996,120169,64209,67775,11550,23100,9240,3465,4620,4620,0,0
500000,1,3,3,1,1,4,3,2,2,2,119656,117041,120524,118177,125260,126648,0,5775,0,9951,3465,4620,14,0
200000,0,2,3,1,0,0,0,0,0,0,170298,173996,148480,105001,97554,98877,7623,5775,3594,3696,3696,3696,0,0
100000,0,3,1,2,0,0,2,0,0,0,44971,48150,44726,44819,45292,45787,6930,0,1964,2125,1733,693,2,0
500000,1,1,1,3,1,-1,-1,-1,-1,-1,-430,1954,3119,31240,1317,6057,2384,3119,31264,1317,6057,2426,-4,0
100000,1,3,3,2,0,0,0,0,0,0,79124,80744,83375,85218,85514,94096,3620,4620,4620,3045,10649,0,0,1
100000,0,1,3,3,0,0,2,0,0,2,49261,56260,54678,55445,60922,59593,7799,0,2363,6757,0,2310,4,0
1000000,1,2,1,2,-1,-1,-1,-1,-1,-1,2878,7586,9894,8030,7584,984,7651,9954,8198,7616,984,3211,-6,0
200000,1,3,3,1,1,-1,-1,-1,-2,-1,0,20790,878,0,0,839,20790,878,0,0,839,0,-5,1
1000000,0,2,3,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,1
1000000,1,1,3,2,-2,-2,-2,-2,-2,-2,3308,18769,16209,24313,30711,25465,18785,16212,24352,30903,25514,15398,-12,0
100000,0,1,1,3,0,0,0,0,0,0,67618,67212,51023,49951,50434,41982,3243,2929,1603,2000,1605,1936,0,0
1000000,0,2,1,2,0,0,0,0,0,0,442938,392568,317297,306750,313356,321989,16170,11280,10979,11550,13860,13860,0,0
1000000,0,3,3,1,0,0,0,0,0,0,348678,344848,350609,312176,287537,248868,12707,11691,11550,11550,9009,7498,0,0
500000,0,3,3,1,3,2,2,4,4,4,5775,5775,5775,5775,5775,5775,0,0,0,0,0,0,19,1
200000,0,2,1,3,-1,-1,-1,2,-1,0,59600,-2384,15962,14585,42837,29785,0,20790,203,42957,11603,11615,-2,0
500000,1,3,3,3,0,0,0,0,0,0,130924,80993,75586,75368,65308,62333,3696,3696,3465,2310,2236,2310,0,0
300000,0,2,3,2,-1,2,2,-1,-1,-1,3465,6953,3927,2599,2100,1816,3927,0,2599,2100,1816,3310,0,0
1000000,0,2,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,1
200000,0,3,3,1,2,0,0,0,0,0,111774,110041,111986,43003,44343,41363,5313,4851,2310,2310,2310,1571,2,0
1000000,1,2,3,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,1
400000,1,2,1,2,-1,-1,-2,-2,-2,-1,13652,0,0,0,0,6932,0,0,0,0,6932,21797,-9,0
1000000,1,2,1,2,0,0,0,0,0,0,260859,250804,499882,492628,469801,427479,10804,301531,17577,27720,16170,13860,0,0
400000,1,3,3,2,0,0,0,0,0,0,295174,282557,248727,207392,209344,209037,10857,8085,7392,7392,7623,7161,0,0
400000,1,3,3,1,2,0,0,0,0,0,59185,61920,64133,65470,67274,69138,3696,3465,2310,2772,2888,2772,2,0
